Datum,Energietraeger,Produktion_GWh
2015-08-04,Photovoltaik,3.0
2015-08-04,Speicherkraft,47.2
2015-08-04,Thermische,9.5
2015-08-04,Wind,0.1
2015-08-05,Flusskraft,54.8
2015-08-05,Kernkraft,58.7
2015-08-05,Photovoltaik,5.3
2015-08-05,Speicherkraft,55.8
2015-08-05,Thermische,9.5
2015-08-05,Wind,0.1
2015-08-06,Flusskraft,59.3
2015-08-06,Kernkraft,58.0
2015-08-06,Photovoltaik,4.5
2015-08-06,Speicherkraft,54.6
2015-08-06,Thermische,9.5
2015-08-06,Wind,0.1
2015-08-07,Flusskraft,61.3
2015-08-07,Kernkraft,57.3
2015-08-07,Photovoltaik,4.8
2015-08-07,Speicherkraft,48.3
2015-08-07,Thermische,9.5
2015-08-07,Wind,0.1
2015-08-08,Flusskraft,60.8
2015-08-08,Kernkraft,57.3
2015-08-08,Photovoltaik,4.4
2015-08-08,Speicherkraft,29.0
2015-08-08,Thermische,9.5
2015-08-08,Wind,0.1
2015-08-09,Flusskraft,63.8
2015-08-09,Kernkraft,42.2
2015-08-09,Photovoltaik,2.8
2015-08-09,Speicherkraft,27.3
2015-08-09,Thermische,9.5
2015-08-09,Wind,0.1
2015-08-10,Flusskraft,66.1
2015-08-10,Kernkraft,32.7
2015-08-10,Photovoltaik,2.9
2015-08-10,Speicherkraft,61.3
2015-08-10,Thermische,9.5
2015-08-10,Wind,0.1
2015-08-11,Flusskraft,63.9
2015-08-11,Kernkraft,31.7
2015-08-11,Photovoltaik,4.2
2015-08-11,Speicherkraft,65.8
2015-08-11,Thermische,9.5
2015-08-11,Wind,0.1
2015-08-12,Flusskraft,63.8
2015-08-12,Kernkraft,31.6
2015-08-12,Photovoltaik,4.9
2015-08-12,Speicherkraft,62.1
2015-08-12,Thermische,9.5
2015-08-12,Wind,0.1
2015-08-13,Flusskraft,63.4
2015-08-13,Kernkraft,31.7
2015-08-13,Photovoltaik,4.0
2015-08-13,Speicherkraft,44.1
2015-08-13,Thermische,9.5
2015-08-13,Wind,0.1
2015-08-14,Flusskraft,67.5
2015-08-14,Kernkraft,26.8
2015-08-14,Photovoltaik,2.3
2015-08-14,Speicherkraft,52.9
2015-08-14,Thermische,9.5
2015-08-14,Wind,0.1
2015-08-15,Flusskraft,69.0
2015-08-15,Kernkraft,23.6
2015-08-15,Photovoltaik,2.1
2015-08-15,Speicherkraft,27.4
2015-08-15,Thermische,9.5
2015-08-15,Wind,0.2
2015-08-16,Flusskraft,70.0
2015-08-16,Kernkraft,19.8
2015-08-16,Photovoltaik,1.6
2015-08-16,Speicherkraft,21.5
2015-08-16,Thermische,9.5
2015-08-16,Wind,0.1
2015-08-17,Flusskraft,64.9
2015-08-17,Kernkraft,0.0
2015-08-17,Photovoltaik,2.6
2015-08-17,Speicherkraft,64.6
2015-08-17,Thermische,9.5
2015-08-17,Wind,0.1
2015-08-18,Flusskraft,59.8
2015-08-18,Kernkraft,8.4
2015-08-18,Photovoltaik,2.9
2015-08-18,Speicherkraft,62.4
2015-08-18,Thermische,9.5
2015-08-18,Wind,0.1
2015-08-19,Flusskraft,65.5
2015-08-19,Kernkraft,23.8
2015-08-19,Photovoltaik,2.4
2015-08-19,Speicherkraft,64.6
2015-08-19,Thermische,9.5
2015-08-19,Wind,0.1
2015-08-20,Flusskraft,54.1
2015-08-20,Kernkraft,23.7
2015-08-20,Photovoltaik,4.2
2015-08-20,Speicherkraft,57.4
2015-08-20,Thermische,9.5
2015-08-20,Wind,0.1
2015-08-21,Flusskraft,48.3
2015-08-21,Kernkraft,23.6
2015-08-21,Photovoltaik,4.9
2015-08-21,Speicherkraft,53.7
2015-08-21,Thermische,9.5
2015-08-21,Wind,0.1
2015-08-22,Flusskraft,44.9
2015-08-22,Kernkraft,23.6
2015-08-22,Photovoltaik,4.8
2015-08-22,Speicherkraft,43.7
2015-08-22,Thermische,9.5
2015-08-22,Wind,0.1
2015-08-23,Flusskraft,44.3
2015-08-23,Kernkraft,23.6
2015-08-23,Photovoltaik,2.7
2015-08-23,Speicherkraft,32.0
2015-08-23,Thermische,9.5
2015-08-23,Wind,0.1
2015-08-24,Flusskraft,66.8
2015-08-24,Kernkraft,23.6
2015-08-24,Photovoltaik,2.0
2015-08-24,Speicherkraft,47.9
2015-08-24,Thermische,9.5
2015-08-24,Wind,0.2
2015-08-25,Flusskraft,68.8
2015-08-25,Kernkraft,23.7
2015-08-25,Photovoltaik,3.6
2015-08-25,Speicherkraft,43.8
2015-08-25,Thermische,9.5
2015-08-25,Wind,0.1
2015-08-26,Flusskraft,51.8
2015-08-26,Kernkraft,23.7
2015-08-26,Photovoltaik,5.2
2015-08-26,Speicherkraft,53.2
2015-08-26,Thermische,9.5
2015-08-26,Wind,0.1
2015-08-27,Flusskraft,52.6
2015-08-27,Kernkraft,23.5
2015-08-27,Photovoltaik,4.2
2015-08-27,Speicherkraft,77.3
2015-08-27,Thermische,9.5
2015-08-27,Wind,0.2
2015-08-28,Flusskraft,57.2
2015-08-28,Kernkraft,23.3
2015-08-28,Photovoltaik,4.6
2015-08-28,Speicherkraft,87.1
2015-08-28,Thermische,9.5
2015-08-28,Wind,0.1
2015-08-29,Flusskraft,54.8
2015-08-29,Kernkraft,23.3
2015-08-29,Photovoltaik,4.6
2015-08-29,Speicherkraft,41.0
2015-08-29,Thermische,9.5
2015-08-29,Wind,0.1
2015-08-30,Flusskraft,51.3
2015-08-30,Kernkraft,23.2
2015-08-30,Photovoltaik,4.6
2015-08-30,Speicherkraft,27.4
2015-08-30,Thermische,9.5
2015-08-30,Wind,0.1
2015-08-31,Flusskraft,55.9
2015-08-31,Kernkraft,23.4
2015-08-31,Photovoltaik,4.7
2015-08-31,Speicherkraft,90.6
2015-08-31,Thermische,9.5
2015-08-31,Wind,0.2
2015-09-01,Flusskraft,62.8
2015-09-01,Kernkraft,23.5
2015-09-01,Photovoltaik,2.0
2015-09-01,Speicherkraft,74.3
2015-09-01,Thermische,9.4
2015-09-01,Wind,0.2
2015-09-02,Flusskraft,58.1
2015-09-02,Kernkraft,27.7
2015-09-02,Photovoltaik,2.4
2015-09-02,Speicherkraft,50.4
2015-09-02,Thermische,9.4
2015-09-02,Wind,0.1
2015-09-03,Flusskraft,57.4
2015-09-03,Kernkraft,27.8
2015-09-03,Photovoltaik,1.9
2015-09-03,Speicherkraft,69.4
2015-09-03,Thermische,9.4
2015-09-03,Wind,0.1
2015-09-04,Flusskraft,49.3
2015-09-04,Kernkraft,31.3
2015-09-04,Photovoltaik,3.7
2015-09-04,Speicherkraft,48.1
2015-09-04,Thermische,9.4
2015-09-04,Wind,0.1
2015-09-05,Flusskraft,41.7
2015-09-05,Kernkraft,32.2
2015-09-05,Photovoltaik,2.2
2015-09-05,Speicherkraft,37.4
2015-09-05,Thermische,9.4
2015-09-05,Wind,0.1
2015-09-06,Flusskraft,36.3
2015-09-06,Kernkraft,32.4
2015-09-06,Photovoltaik,2.9
2015-09-06,Speicherkraft,30.1
2015-09-06,Thermische,9.4
2015-09-06,Wind,0.2
2015-09-07,Flusskraft,40.3
2015-09-07,Kernkraft,32.6
2015-09-07,Photovoltaik,3.8
2015-09-07,Speicherkraft,61.9
2015-09-07,Thermische,9.4
2015-09-07,Wind,0.3
2015-09-08,Flusskraft,38.8
2015-09-08,Kernkraft,32.8
2015-09-08,Photovoltaik,4.2
2015-09-08,Speicherkraft,51.3
2015-09-08,Thermische,9.4
2015-09-08,Wind,0.2
2015-09-09,Flusskraft,37.6
2015-09-09,Kernkraft,32.6
2015-09-09,Photovoltaik,4.1
2015-09-09,Speicherkraft,47.5
2015-09-09,Thermische,9.4
2015-09-09,Wind,0.1
2015-09-10,Flusskraft,38.2
2015-09-10,Kernkraft,32.7
2015-09-10,Photovoltaik,3.5
2015-09-10,Speicherkraft,47.8
2015-09-10,Thermische,9.4
2015-09-10,Wind,0.1
2015-09-11,Flusskraft,40.0
2015-09-11,Kernkraft,32.6
2015-09-11,Photovoltaik,3.1
2015-09-11,Speicherkraft,57.2
2015-09-11,Thermische,9.4
2015-09-11,Wind,0.1
2015-09-12,Flusskraft,32.7
2015-09-12,Kernkraft,32.4
2015-09-12,Photovoltaik,3.3
2015-09-12,Speicherkraft,25.6
2015-09-12,Thermische,9.4
2015-09-12,Wind,0.2
2015-09-13,Flusskraft,42.7
2015-09-13,Kernkraft,32.4
2015-09-13,Photovoltaik,2.0
2015-09-13,Speicherkraft,19.8
2015-09-13,Thermische,9.4
2015-09-13,Wind,0.2
2016-10-30,Flusskraft,24.7
2016-10-30,Kernkraft,41.6
2016-10-30,Photovoltaik,3.0
2016-10-30,Speicherkraft,25.0
2016-10-30,Thermische,9.6
2016-10-30,Wind,0.2
2016-10-31,Flusskraft,24.6
2016-10-31,Kernkraft,41.6
2016-10-31,Photovoltaik,2.2
2016-10-31,Speicherkraft,34.8
2016-10-31,Thermische,9.6
2016-10-31,Wind,0.1
2016-11-01,Flusskraft,22.8
2016-11-01,Kernkraft,41.6
2016-11-01,Photovoltaik,2.8
2016-11-01,Speicherkraft,27.6
2016-11-01,Thermische,10.4
2016-11-01,Wind,0.1
2016-11-02,Flusskraft,22.5
2016-11-02,Kernkraft,41.6
2016-11-02,Photovoltaik,1.4
2016-11-02,Speicherkraft,44.0
2016-11-02,Thermische,10.4
2016-11-02,Wind,0.2
2016-11-03,Flusskraft,24.1
2016-11-03,Kernkraft,41.6
2016-11-03,Photovoltaik,2.5
2016-11-03,Speicherkraft,49.1
2016-11-03,Thermische,10.4
2016-11-03,Wind,0.1
2016-11-04,Flusskraft,24.8
2016-11-04,Kernkraft,41.7
2016-11-04,Photovoltaik,2.1
2016-11-04,Speicherkraft,66.7
2016-11-04,Thermische,10.4
2016-11-04,Wind,0.2
2016-11-05,Flusskraft,24.0
2016-11-05,Kernkraft,41.6
2016-11-05,Photovoltaik,1.2
2016-11-05,Speicherkraft,18.0
2016-11-05,Thermische,10.4
2016-11-05,Wind,0.3
2016-11-06,Flusskraft,29.8
2016-11-06,Kernkraft,41.7
2016-11-06,Photovoltaik,1.0
2016-11-06,Speicherkraft,18.2
2016-11-06,Thermische,10.4
2016-11-06,Wind,0.1
2016-11-07,Flusskraft,28.7
2016-11-07,Kernkraft,41.8
2016-11-07,Photovoltaik,2.2
2016-11-07,Speicherkraft,58.0
2016-11-07,Thermische,10.4
2016-11-07,Wind,0.1
2016-11-08,Flusskraft,29.7
2016-11-08,Kernkraft,41.7
2016-11-08,Photovoltaik,2.0
2016-11-08,Speicherkraft,79.1
2016-11-08,Thermische,10.4
2016-11-08,Wind,0.1
2016-11-09,Flusskraft,29.0
2016-11-09,Kernkraft,41.7
2016-11-09,Photovoltaik,1.1
2016-11-09,Speicherkraft,65.6
2016-11-09,Thermische,10.4
2016-11-09,Wind,0.3
2016-11-10,Flusskraft,30.4
2016-11-10,Kernkraft,41.7
2016-11-10,Photovoltaik,1.2
2016-11-10,Speicherkraft,67.2
2016-11-10,Thermische,10.4
2016-11-10,Wind,0.4
2016-11-11,Flusskraft,32.4
2016-11-11,Kernkraft,41.7
2016-11-11,Photovoltaik,1.3
2016-11-11,Speicherkraft,40.7
2016-11-11,Thermische,10.4
2016-11-11,Wind,0.3
2016-11-12,Flusskraft,28.0
2016-11-12,Kernkraft,41.8
2016-11-12,Photovoltaik,2.0
2016-11-12,Speicherkraft,31.4
2016-11-12,Thermische,10.4
2016-11-12,Wind,0.1
2016-11-13,Flusskraft,26.9
2016-11-13,Kernkraft,41.8
2016-11-13,Photovoltaik,1.5
2016-11-13,Speicherkraft,28.0
2016-11-13,Thermische,10.4
2016-11-13,Wind,0.1
2016-11-14,Flusskraft,32.7
2016-11-14,Kernkraft,41.7
2016-11-14,Photovoltaik,1.9
2016-11-14,Speicherkraft,77.9
2016-11-14,Thermische,10.4
2016-11-14,Wind,0.1
2016-11-15,Flusskraft,32.9
2016-11-15,Kernkraft,41.8
2016-11-15,Photovoltaik,1.4
2016-11-15,Speicherkraft,70.3
2016-11-15,Thermische,10.4
2016-11-15,Wind,0.1
2016-11-16,Flusskraft,29.3
2016-11-16,Kernkraft,41.7
2016-11-16,Photovoltaik,1.0
2016-11-16,Speicherkraft,41.3
2016-11-16,Thermische,10.4
2016-11-16,Wind,0.2
2016-11-17,Flusskraft,29.5
2016-11-17,Kernkraft,40.8
2016-11-17,Photovoltaik,0.9
2016-11-17,Speicherkraft,35.4
2016-11-17,Thermische,10.4
2016-11-17,Wind,0.4
2016-11-18,Flusskraft,33.5
2016-11-18,Kernkraft,41.5
2016-11-18,Photovoltaik,0.9
2016-11-18,Speicherkraft,39.0
2016-11-18,Thermische,10.4
2016-11-18,Wind,0.5
2016-11-19,Flusskraft,37.7
2016-11-19,Kernkraft,41.7
2016-11-19,Photovoltaik,0.9
2016-11-19,Speicherkraft,23.8
2016-11-19,Thermische,10.4
2016-11-19,Wind,0.3
2016-11-20,Flusskraft,33.0
2016-11-20,Kernkraft,41.7
2016-11-20,Photovoltaik,1.7
2016-11-20,Speicherkraft,25.8
2016-11-20,Thermische,10.4
2016-11-20,Wind,0.4
2016-11-21,Flusskraft,48.4
2016-11-21,Kernkraft,41.7
2016-11-21,Photovoltaik,0.8
2016-11-21,Speicherkraft,22.8
2016-11-21,Thermische,10.4
2016-11-21,Wind,0.3
2016-11-22,Flusskraft,52.1
2016-11-22,Kernkraft,41.6
2016-11-22,Photovoltaik,1.0
2016-11-22,Speicherkraft,34.2
2016-11-22,Thermische,10.4
2016-11-22,Wind,0.2
2016-11-23,Flusskraft,51.1
2016-11-23,Kernkraft,41.7
2016-11-23,Photovoltaik,0.8
2016-11-23,Speicherkraft,42.3
2016-11-23,Thermische,10.4
2016-11-23,Wind,0.2
2016-11-24,Flusskraft,45.6
2016-11-24,Kernkraft,41.7
2016-11-24,Photovoltaik,0.9
2016-11-24,Speicherkraft,47.4
2016-11-24,Thermische,10.4
2016-11-24,Wind,0.2
2016-11-25,Flusskraft,43.9
2016-11-25,Kernkraft,41.7
2016-11-25,Photovoltaik,0.8
2016-11-25,Speicherkraft,56.8
2016-11-25,Thermische,10.4
2016-11-25,Wind,0.2
2016-11-26,Flusskraft,36.4
2016-11-26,Kernkraft,41.7
2016-11-26,Photovoltaik,1.1
2016-11-26,Speicherkraft,25.1
2016-11-26,Thermische,10.4
2016-11-26,Wind,0.1
2016-11-27,Flusskraft,28.4
2016-11-27,Kernkraft,41.7
2016-11-27,Photovoltaik,1.6
2016-11-27,Speicherkraft,25.3
2016-11-27,Thermische,10.4
2016-11-27,Wind,0.2
2016-11-28,Flusskraft,29.5
2016-11-28,Kernkraft,41.7
2016-11-28,Photovoltaik,1.5
2016-11-28,Speicherkraft,63.7
2016-11-28,Thermische,10.4
2016-11-28,Wind,0.4
2016-11-29,Flusskraft,32.7
2016-11-29,Kernkraft,41.9
2016-11-29,Photovoltaik,1.9
2016-11-29,Speicherkraft,76.7
2016-11-29,Thermische,10.4
2016-11-29,Wind,0.1
2016-11-30,Flusskraft,33.1
2016-11-30,Kernkraft,41.8
2016-11-30,Photovoltaik,1.8
2016-11-30,Speicherkraft,93.5
2016-11-30,Thermische,10.4
2016-11-30,Wind,0.1
2016-12-01,Flusskraft,30.4
2016-12-01,Kernkraft,41.8
2016-12-01,Photovoltaik,1.8
2016-12-01,Speicherkraft,107.0
2016-12-01,Thermische,10.3
2016-12-01,Wind,0.1
2016-12-02,Flusskraft,28.5
2016-12-02,Kernkraft,41.8
2016-12-02,Photovoltaik,2.0
2016-12-02,Speicherkraft,80.0
2016-12-02,Thermische,10.3
2016-12-02,Wind,0.2
2016-12-03,Flusskraft,22.4
2016-12-03,Kernkraft,41.7
2016-12-03,Photovoltaik,1.4
2016-12-03,Speicherkraft,37.4
2016-12-03,Thermische,10.3
2016-12-03,Wind,0.1
2016-12-04,Flusskraft,20.8
2016-12-04,Kernkraft,41.8
2016-12-04,Photovoltaik,1.7
2016-12-04,Speicherkraft,31.8
2016-12-04,Thermische,10.3
2016-12-04,Wind,0.1
2016-12-05,Flusskraft,25.3
2016-12-05,Kernkraft,41.9
2016-12-05,Photovoltaik,1.8
2016-12-05,Speicherkraft,90.9
2016-12-05,Thermische,10.3
2016-12-05,Wind,0.1
2016-12-06,Flusskraft,26.7
2016-12-06,Kernkraft,41.8
2016-12-06,Photovoltaik,1.7
2016-12-06,Speicherkraft,86.4
2016-12-06,Thermische,10.3
2016-12-06,Wind,0.1
2016-12-07,Flusskraft,25.8
2016-12-07,Kernkraft,41.9
2016-12-07,Photovoltaik,1.7
2016-12-07,Speicherkraft,83.3
2016-12-07,Thermische,10.3
2016-12-07,Wind,0.1
2016-12-08,Flusskraft,23.4
2016-12-08,Kernkraft,41.8
2016-12-08,Photovoltaik,1.7
2016-12-08,Speicherkraft,59.4
2016-12-08,Thermische,10.3
2016-12-08,Wind,0.1
2016-12-09,Flusskraft,22.5
2016-12-09,Kernkraft,41.8
2016-12-09,Photovoltaik,1.5
2016-12-09,Speicherkraft,74.1
2016-12-09,Thermische,10.3
2016-12-09,Wind,0.1
2016-12-10,Flusskraft,19.8
2016-12-10,Kernkraft,41.8
2016-12-10,Photovoltaik,1.8
2016-12-10,Speicherkraft,45.1
2016-12-10,Thermische,10.3
2016-12-10,Wind,0.1
2016-12-11,Flusskraft,20.1
2016-12-11,Kernkraft,41.8
2016-12-11,Photovoltaik,1.3
2016-12-11,Speicherkraft,57.4
2016-12-11,Thermische,10.3
2016-12-11,Wind,0.2
2016-12-12,Flusskraft,24.6
2016-12-12,Kernkraft,41.8
2016-12-12,Photovoltaik,1.6
2016-12-12,Speicherkraft,101.5
2016-12-12,Thermische,10.3
2016-12-12,Wind,0.1
2016-12-13,Flusskraft,26.3
2016-12-13,Kernkraft,41.8
2016-12-13,Photovoltaik,1.6
2016-12-13,Speicherkraft,115.3
2016-12-13,Thermische,10.3
2016-12-13,Wind,0.1
2016-12-14,Flusskraft,26.2
2016-12-14,Kernkraft,41.8
2016-12-14,Photovoltaik,1.7
2016-12-14,Speicherkraft,111.6
2016-12-14,Thermische,10.3
2016-12-14,Wind,0.1
2016-12-15,Flusskraft,26.9
2016-12-15,Kernkraft,40.9
2016-12-15,Photovoltaik,1.6
2016-12-15,Speicherkraft,110.6
2016-12-15,Thermische,10.3
2016-12-15,Wind,0.1
2016-12-16,Flusskraft,24.9
2016-12-16,Kernkraft,41.8
2016-12-16,Photovoltaik,1.7
2016-12-16,Speicherkraft,86.2
2016-12-16,Thermische,10.3
2016-12-16,Wind,0.1
2016-12-17,Flusskraft,20.1
2016-12-17,Kernkraft,41.8
2016-12-17,Photovoltaik,1.7
2016-12-17,Speicherkraft,48.6
2016-12-17,Thermische,10.3
2016-12-17,Wind,0.1
2016-12-18,Flusskraft,19.6
2016-12-18,Kernkraft,41.8
2016-12-18,Photovoltaik,1.5
2016-12-18,Speicherkraft,47.8
2016-12-18,Thermische,10.3
2016-12-18,Wind,0.1
2016-12-19,Flusskraft,23.9
2016-12-19,Kernkraft,41.7
2016-12-19,Photovoltaik,1.1
2016-12-19,Speicherkraft,96.2
2016-12-19,Thermische,10.3
2016-12-19,Wind,0.2
2016-12-20,Flusskraft,25.4
2016-12-20,Kernkraft,41.7
2016-12-20,Photovoltaik,1.1
2016-12-20,Speicherkraft,103.2
2016-12-20,Thermische,10.3
2016-12-20,Wind,0.1
2016-12-21,Flusskraft,25.2
2016-12-21,Kernkraft,41.8
2016-12-21,Photovoltaik,1.6
2016-12-21,Speicherkraft,102.4
2016-12-21,Thermische,10.3
2016-12-21,Wind,0.1
2016-12-22,Flusskraft,24.6
2016-12-22,Kernkraft,41.8
2016-12-22,Photovoltaik,1.7
2016-12-22,Speicherkraft,93.1
2016-12-22,Thermische,10.3
2016-12-22,Wind,0.1
2016-12-23,Flusskraft,22.7
2016-12-23,Kernkraft,41.7
2016-12-23,Photovoltaik,1.3
2016-12-23,Speicherkraft,57.7
2016-12-23,Thermische,10.3
2016-12-23,Wind,0.1
2016-12-24,Flusskraft,17.3
2016-12-24,Kernkraft,41.7
2016-12-24,Photovoltaik,1.0
2016-12-24,Speicherkraft,28.2
2016-12-24,Thermische,10.3
2016-12-24,Wind,0.3
2016-12-25,Flusskraft,15.2
2016-12-25,Kernkraft,41.6
2016-12-25,Photovoltaik,1.0
2016-12-25,Speicherkraft,23.4
2016-12-25,Thermische,10.3
2016-12-25,Wind,0.3
2016-12-26,Flusskraft,16.2
2016-12-26,Kernkraft,41.8
2016-12-26,Photovoltaik,1.3
2016-12-26,Speicherkraft,29.5
2016-12-26,Thermische,10.3
2016-12-26,Wind,0.2
2016-12-27,Flusskraft,18.1
2016-12-27,Kernkraft,41.9
2016-12-27,Photovoltaik,1.4
2016-12-27,Speicherkraft,47.6
2016-12-27,Thermische,10.3
2016-12-27,Wind,0.2
2016-12-28,Flusskraft,17.9
2016-12-28,Kernkraft,42.0
2016-12-28,Photovoltaik,1.9
2016-12-28,Speicherkraft,42.7
2016-12-28,Thermische,10.3
2016-12-28,Wind,0.2
2016-12-29,Flusskraft,17.6
2016-12-29,Kernkraft,42.0
2016-12-29,Photovoltaik,1.8
2016-12-29,Speicherkraft,43.9
2016-12-29,Thermische,10.3
2016-12-29,Wind,0.1
2016-12-30,Flusskraft,20.4
2016-12-30,Kernkraft,41.8
2016-12-30,Photovoltaik,1.7
2016-12-30,Speicherkraft,62.3
2016-12-30,Thermische,10.3
2016-12-30,Wind,0.0
2016-12-31,Flusskraft,18.3
2016-12-31,Kernkraft,41.8
2016-12-31,Photovoltaik,1.8
2016-12-31,Speicherkraft,38.2
2016-12-31,Thermische,10.3
2016-12-31,Wind,0.1
2017-01-01,Flusskraft,15.7
2017-01-01,Kernkraft,41.8
2017-01-01,Photovoltaik,1.9
2017-01-01,Speicherkraft,34.8
2017-01-01,Thermische,10.3
2017-01-01,Wind,0.1
2017-01-02,Flusskraft,17.8
2017-01-02,Kernkraft,41.8
2017-01-02,Photovoltaik,1.4
2017-01-02,Speicherkraft,57.0
2017-01-02,Thermische,10.3
2017-01-02,Wind,0.1
2017-01-03,Flusskraft,19.4
2017-01-03,Kernkraft,41.8
2017-01-03,Photovoltaik,1.7
2017-01-03,Speicherkraft,79.5
2017-01-03,Thermische,10.3
2017-01-03,Wind,0.2
2017-01-04,Flusskraft,21.6
2017-01-04,Kernkraft,41.8
2017-01-04,Photovoltaik,1.1
2017-01-04,Speicherkraft,85.3
2017-01-04,Thermische,10.3
2017-01-04,Wind,0.4
2017-01-05,Flusskraft,20.7
2017-01-05,Kernkraft,41.7
2017-01-05,Photovoltaik,1.1
2017-01-05,Speicherkraft,77.1
2017-01-05,Thermische,10.3
2017-01-05,Wind,0.3
2017-01-06,Flusskraft,18.4
2017-01-06,Kernkraft,41.8
2017-01-06,Photovoltaik,2.0
2017-01-06,Speicherkraft,60.9
2017-01-06,Thermische,10.3
2017-01-06,Wind,0.3
2017-01-07,Flusskraft,19.1
2017-01-07,Kernkraft,41.8
2017-01-07,Photovoltaik,1.5
2017-01-07,Speicherkraft,68.0
2017-01-07,Thermische,10.3
2017-01-07,Wind,0.1
2017-01-08,Flusskraft,18.5
2017-01-08,Kernkraft,41.7
2017-01-08,Photovoltaik,0.9
2017-01-08,Speicherkraft,55.5
2017-01-08,Thermische,10.3
2017-01-08,Wind,0.2
2017-01-09,Flusskraft,20.3
2017-01-09,Kernkraft,41.7
2017-01-09,Photovoltaik,1.8
2017-01-09,Speicherkraft,111.6
2017-01-09,Thermische,10.3
2017-01-09,Wind,0.1
2017-01-10,Flusskraft,21.7
2017-01-10,Kernkraft,41.7
2017-01-10,Photovoltaik,0.7
2017-01-10,Speicherkraft,117.0
2017-01-10,Thermische,10.3
2017-01-10,Wind,0.2
2017-01-11,Flusskraft,22.0
2017-01-11,Kernkraft,41.7
2017-01-11,Photovoltaik,1.5
2017-01-11,Speicherkraft,101.4
2017-01-11,Thermische,10.3
2017-01-11,Wind,0.3
2017-01-12,Flusskraft,22.1
2017-01-12,Kernkraft,40.8
2017-01-12,Photovoltaik,0.9
2017-01-12,Speicherkraft,98.9
2017-01-12,Thermische,10.3
2017-01-12,Wind,0.4
2017-01-13,Flusskraft,22.1
2017-01-13,Kernkraft,41.8
2017-01-13,Photovoltaik,1.2
2017-01-13,Speicherkraft,97.5
2017-01-13,Thermische,10.3
2017-01-13,Wind,0.5
2017-01-14,Flusskraft,19.2
2017-01-14,Kernkraft,41.8
2017-01-14,Photovoltaik,0.9
2017-01-14,Speicherkraft,55.9
2017-01-14,Thermische,10.3
2017-01-14,Wind,0.4
2017-01-15,Flusskraft,17.1
2017-01-15,Kernkraft,41.8
2017-01-15,Photovoltaik,1.8
2017-01-15,Speicherkraft,43.3
2017-01-15,Thermische,10.3
2017-01-15,Wind,0.1
2017-01-16,Flusskraft,20.1
2017-01-16,Kernkraft,41.8
2017-01-16,Photovoltaik,1.9
2017-01-16,Speicherkraft,101.3
2017-01-16,Thermische,10.3
2017-01-16,Wind,0.3
2017-01-17,Flusskraft,23.3
2017-01-17,Kernkraft,41.8
2017-01-17,Photovoltaik,1.6
2017-01-17,Speicherkraft,122.3
2017-01-17,Thermische,10.3
2017-01-17,Wind,0.6
2017-01-18,Flusskraft,23.6
2017-01-18,Kernkraft,41.8
2017-01-18,Photovoltaik,2.2
2017-01-18,Speicherkraft,116.0
2017-01-18,Thermische,10.3
2017-01-18,Wind,0.4
2017-01-19,Flusskraft,24.0
2017-01-19,Kernkraft,41.8
2017-01-19,Photovoltaik,2.4
2017-01-19,Speicherkraft,124.2
2017-01-19,Thermische,10.3
2017-01-19,Wind,0.1
2017-01-20,Flusskraft,23.0
2017-01-20,Kernkraft,41.8
2017-01-20,Photovoltaik,2.4
2017-01-20,Speicherkraft,118.6
2017-01-20,Thermische,10.3
2017-01-20,Wind,0.1
2017-01-21,Flusskraft,21.0
2017-01-21,Kernkraft,41.8
2017-01-21,Photovoltaik,2.4
2017-01-21,Speicherkraft,69.4
2017-01-21,Thermische,10.3
2017-01-21,Wind,0.1
2017-01-22,Flusskraft,17.8
2017-01-22,Kernkraft,41.8
2017-01-22,Photovoltaik,2.5
2017-01-22,Speicherkraft,53.6
2017-01-22,Thermische,10.3
2017-01-22,Wind,0.1
2017-01-23,Flusskraft,21.3
2017-01-23,Kernkraft,41.8
2017-01-23,Photovoltaik,2.4
2017-01-23,Speicherkraft,108.5
2017-01-23,Thermische,10.3
2017-01-23,Wind,0.1
2017-01-24,Flusskraft,23.7
2017-01-24,Kernkraft,41.8
2017-01-24,Photovoltaik,2.4
2017-01-24,Speicherkraft,117.3
2017-01-24,Thermische,10.3
2017-01-24,Wind,0.2
2017-01-25,Flusskraft,23.5
2017-01-25,Kernkraft,41.8
2017-01-25,Photovoltaik,2.6
2017-01-25,Speicherkraft,116.5
2017-01-25,Thermische,10.3
2017-01-25,Wind,0.1
2017-01-26,Flusskraft,22.7
2017-01-26,Kernkraft,41.8
2017-01-26,Photovoltaik,2.7
2017-01-26,Speicherkraft,109.2
2017-01-26,Thermische,10.3
2017-01-26,Wind,0.2
2017-01-27,Flusskraft,20.7
2017-01-27,Kernkraft,41.8
2017-01-27,Photovoltaik,2.1
2017-01-27,Speicherkraft,89.1
2017-01-27,Thermische,10.3
2017-01-27,Wind,0.2
2017-01-28,Flusskraft,14.7
2017-01-28,Kernkraft,41.8
2017-01-28,Photovoltaik,2.0
2017-01-28,Speicherkraft,32.5
2017-01-28,Thermische,10.3
2017-01-28,Wind,0.1
2017-01-29,Flusskraft,13.2
2017-01-29,Kernkraft,41.8
2017-01-29,Photovoltaik,2.5
2017-01-29,Speicherkraft,26.9
2017-01-29,Thermische,10.3
2017-01-29,Wind,0.1
2017-01-30,Flusskraft,16.4
2017-01-30,Kernkraft,41.8
