Datum,Energietraeger,Produktion_GWh
2021-11-28,Wind,0.4
2021-11-29,Flusskraft,24.7
2021-11-29,Kernkraft,41.5
2021-11-29,Photovoltaik,1.8
2021-11-29,Speicherkraft,106.8
2021-11-29,Thermische,10.4
2021-11-29,Wind,0.4
2021-11-30,Flusskraft,25.0
2021-11-30,Kernkraft,41.5
2021-11-30,Photovoltaik,0.9
2021-11-30,Speicherkraft,87.1
2021-11-30,Thermische,10.4
2021-11-30,Wind,0.6
2021-12-01,Flusskraft,29.2
2021-12-01,Kernkraft,41.5
2021-12-01,Photovoltaik,1.3
2021-12-01,Speicherkraft,74.8
2021-12-01,Thermische,10.3
2021-12-01,Wind,0.7
2021-12-02,Flusskraft,28.6
2021-12-02,Kernkraft,41.6
2021-12-02,Photovoltaik,1.2
2021-12-02,Speicherkraft,89.9
2021-12-02,Thermische,10.3
2021-12-02,Wind,0.5
2021-12-03,Flusskraft,28.1
2021-12-03,Kernkraft,43.9
2021-12-03,Photovoltaik,2.9
2021-12-03,Speicherkraft,94.6
2021-12-03,Thermische,10.3
2021-12-03,Wind,0.3
2021-12-04,Flusskraft,33.2
2021-12-04,Kernkraft,42.3
2021-12-04,Photovoltaik,0.7
2021-12-04,Speicherkraft,23.4
2021-12-04,Thermische,10.3
2021-12-04,Wind,0.7
2021-12-05,Flusskraft,30.8
2021-12-05,Kernkraft,55.1
2021-12-05,Photovoltaik,2.2
2021-12-05,Speicherkraft,27.0
2021-12-05,Thermische,10.3
2021-12-05,Wind,0.3
2021-12-06,Flusskraft,32.5
2021-12-06,Kernkraft,55.2
2021-12-06,Photovoltaik,2.0
2021-12-06,Speicherkraft,83.6
2021-12-06,Thermische,10.3
2021-12-06,Wind,0.2
2021-12-07,Flusskraft,31.3
2021-12-07,Kernkraft,62.1
2021-12-07,Photovoltaik,2.3
2021-12-07,Speicherkraft,54.7
2021-12-07,Thermische,10.3
2021-12-07,Wind,0.5
2021-12-08,Flusskraft,32.6
2021-12-08,Kernkraft,65.7
2021-12-08,Photovoltaik,0.6
2021-12-08,Speicherkraft,57.1
2021-12-08,Thermische,10.3
2021-12-08,Wind,0.3
2021-12-09,Flusskraft,34.9
2021-12-09,Kernkraft,70.5
2021-12-09,Photovoltaik,1.9
2021-12-09,Speicherkraft,102.1
2021-12-09,Thermische,10.3
2021-12-09,Wind,0.3
2021-12-10,Flusskraft,32.8
2021-12-10,Kernkraft,71.1
2021-12-10,Photovoltaik,0.7
2021-12-10,Speicherkraft,59.6
2021-12-10,Thermische,10.3
2021-12-10,Wind,0.7
2021-12-11,Flusskraft,28.3
2021-12-11,Kernkraft,71.1
2021-12-11,Photovoltaik,1.0
2021-12-11,Speicherkraft,31.4
2021-12-11,Thermische,10.3
2021-12-11,Wind,0.4
2021-12-12,Flusskraft,25.9
2021-12-12,Kernkraft,71.2
2021-12-12,Photovoltaik,1.7
2021-12-12,Speicherkraft,24.6
2021-12-12,Thermische,10.3
2021-12-12,Wind,0.2
2021-12-13,Flusskraft,26.2
2021-12-13,Kernkraft,67.1
2021-12-13,Photovoltaik,2.3
2021-12-13,Speicherkraft,98.9
2021-12-13,Thermische,10.3
2021-12-13,Wind,0.1
2021-12-14,Flusskraft,27.8
2021-12-14,Kernkraft,71.1
2021-12-14,Photovoltaik,2.1
2021-12-14,Speicherkraft,110.9
2021-12-14,Thermische,10.3
2021-12-14,Wind,0.1
2021-12-15,Flusskraft,29.7
2021-12-15,Kernkraft,71.4
2021-12-15,Photovoltaik,2.0
2021-12-15,Speicherkraft,97.7
2021-12-15,Thermische,10.3
2021-12-15,Wind,0.1
2021-12-16,Flusskraft,30.5
2021-12-16,Kernkraft,71.2
2021-12-16,Photovoltaik,1.7
2021-12-16,Speicherkraft,77.3
2021-12-16,Thermische,10.3
2021-12-16,Wind,0.3
2021-12-17,Flusskraft,29.1
2021-12-17,Kernkraft,71.2
2021-12-17,Photovoltaik,2.3
2021-12-17,Speicherkraft,55.9
2021-12-17,Thermische,10.3
2021-12-17,Wind,0.4
2021-12-18,Flusskraft,25.3
2021-12-18,Kernkraft,71.3
2021-12-18,Photovoltaik,2.3
2021-12-18,Speicherkraft,33.3
2021-12-18,Thermische,10.3
2021-12-18,Wind,0.4
2021-12-19,Flusskraft,23.1
2021-12-19,Kernkraft,71.4
2021-12-19,Photovoltaik,2.4
2021-12-19,Speicherkraft,31.0
2021-12-19,Thermische,10.3
2021-12-19,Wind,0.1
2021-12-20,Flusskraft,26.6
2021-12-20,Kernkraft,71.4
2021-12-20,Photovoltaik,2.2
2021-12-20,Speicherkraft,72.9
2021-12-20,Thermische,10.3
2021-12-20,Wind,0.2
2021-12-21,Flusskraft,29.6
2021-12-21,Kernkraft,71.3
2021-12-21,Photovoltaik,1.9
2021-12-21,Speicherkraft,106.7
2021-12-21,Thermische,10.3
2021-12-21,Wind,0.1
2021-12-22,Flusskraft,28.3
2021-12-22,Kernkraft,71.4
2021-12-22,Photovoltaik,2.4
2021-12-22,Speicherkraft,101.0
2021-12-22,Thermische,10.3
2021-12-22,Wind,0.1
2021-12-23,Flusskraft,24.8
2021-12-23,Kernkraft,71.3
2021-12-23,Photovoltaik,2.3
2021-12-23,Speicherkraft,58.7
2021-12-23,Thermische,10.3
2021-12-23,Wind,0.5
2021-12-24,Flusskraft,22.4
2021-12-24,Kernkraft,71.3
2021-12-24,Photovoltaik,1.5
2021-12-24,Speicherkraft,24.3
2021-12-24,Thermische,10.3
2021-12-24,Wind,0.4
2021-12-25,Flusskraft,20.4
2021-12-25,Kernkraft,71.2
2021-12-25,Photovoltaik,1.5
2021-12-25,Speicherkraft,11.2
2021-12-25,Thermische,10.3
2021-12-25,Wind,0.2
2021-12-26,Flusskraft,21.8
2021-12-26,Kernkraft,71.2
2021-12-26,Photovoltaik,1.4
2021-12-26,Speicherkraft,12.3
2021-12-26,Thermische,10.3
2021-12-26,Wind,0.2
2021-12-27,Flusskraft,23.2
2021-12-27,Kernkraft,71.2
2021-12-27,Photovoltaik,1.1
2021-12-27,Speicherkraft,31.3
2021-12-27,Thermische,10.3
2021-12-27,Wind,0.5
2021-12-28,Flusskraft,29.1
2021-12-28,Kernkraft,71.0
2021-12-28,Photovoltaik,0.8
2021-12-28,Speicherkraft,31.7
2021-12-28,Thermische,10.3
2021-12-28,Wind,0.8
2021-12-29,Flusskraft,42.9
2021-12-29,Kernkraft,71.0
2021-12-29,Photovoltaik,0.5
2021-12-29,Speicherkraft,29.2
2021-12-29,Thermische,10.3
2021-12-29,Wind,0.5
2021-12-30,Flusskraft,54.6
2021-12-30,Kernkraft,70.8
2021-12-30,Photovoltaik,1.7
2021-12-30,Speicherkraft,15.5
2021-12-30,Thermische,10.3
2021-12-30,Wind,0.3
2021-12-31,Flusskraft,44.9
2021-12-31,Kernkraft,71.0
2021-12-31,Photovoltaik,2.5
2021-12-31,Speicherkraft,23.3
2021-12-31,Thermische,10.3
2021-12-31,Wind,0.4
2022-01-01,Flusskraft,35.2
2022-01-01,Kernkraft,71.2
2022-01-01,Photovoltaik,3.4
2022-01-01,Speicherkraft,17.1
2022-01-01,Thermische,10.3
2022-01-01,Wind,0.1
2022-01-02,Flusskraft,33.0
2022-01-02,Kernkraft,71.3
2022-01-02,Photovoltaik,2.6
2022-01-02,Speicherkraft,17.6
2022-01-02,Thermische,10.3
2022-01-02,Wind,0.5
2022-01-03,Flusskraft,31.2
2022-01-03,Kernkraft,71.0
2022-01-03,Photovoltaik,2.1
2022-01-03,Speicherkraft,35.3
2022-01-03,Thermische,10.3
2022-01-03,Wind,0.6
2022-01-04,Flusskraft,32.2
2022-01-04,Kernkraft,70.9
2022-01-04,Photovoltaik,2.7
2022-01-04,Speicherkraft,37.6
2022-01-04,Thermische,10.3
2022-01-04,Wind,0.8
2022-01-05,Flusskraft,36.8
2022-01-05,Kernkraft,71.1
2022-01-05,Photovoltaik,2.3
2022-01-05,Speicherkraft,57.0
2022-01-05,Thermische,10.3
2022-01-05,Wind,0.4
2022-01-06,Flusskraft,33.5
2022-01-06,Kernkraft,71.3
2022-01-06,Photovoltaik,3.0
2022-01-06,Speicherkraft,45.7
2022-01-06,Thermische,10.3
2022-01-06,Wind,0.2
2022-01-07,Flusskraft,31.2
2022-01-07,Kernkraft,71.3
2022-01-07,Photovoltaik,2.3
2022-01-07,Speicherkraft,42.2
2022-01-07,Thermische,10.3
2022-01-07,Wind,0.4
2022-01-08,Flusskraft,29.8
2022-01-08,Kernkraft,71.1
2022-01-08,Photovoltaik,2.1
2022-01-08,Speicherkraft,26.0
2022-01-08,Thermische,10.3
2022-01-08,Wind,0.7
2022-01-09,Flusskraft,30.2
2022-01-09,Kernkraft,71.2
2022-01-09,Photovoltaik,2.4
2022-01-09,Speicherkraft,21.2
2022-01-09,Thermische,10.3
2022-01-09,Wind,0.5
2022-01-10,Flusskraft,34.3
2022-01-10,Kernkraft,71.3
2022-01-10,Photovoltaik,2.7
2022-01-10,Speicherkraft,84.5
2022-01-10,Thermische,10.3
2022-01-10,Wind,0.3
2022-01-11,Flusskraft,32.2
2022-01-11,Kernkraft,71.2
2022-01-11,Photovoltaik,3.0
2022-01-11,Speicherkraft,59.5
2022-01-11,Thermische,10.3
2022-01-11,Wind,0.4
2022-01-12,Flusskraft,32.2
2022-01-12,Kernkraft,71.4
2022-01-12,Photovoltaik,3.8
2022-01-12,Speicherkraft,68.7
2022-01-12,Thermische,10.3
2022-01-12,Wind,0.4
2022-01-13,Flusskraft,32.7
2022-01-13,Kernkraft,71.3
2022-01-13,Photovoltaik,3.8
2022-01-13,Speicherkraft,71.4
2022-01-13,Thermische,10.3
2022-01-13,Wind,0.3
2022-01-14,Flusskraft,33.2
2022-01-14,Kernkraft,71.2
2022-01-14,Photovoltaik,3.9
2022-01-14,Speicherkraft,86.5
2022-01-14,Thermische,10.3
2022-01-14,Wind,0.1
2022-01-15,Flusskraft,29.9
2022-01-15,Kernkraft,71.3
2022-01-15,Photovoltaik,4.0
2022-01-15,Speicherkraft,42.1
2022-01-15,Thermische,10.3
2022-01-15,Wind,0.1
2022-01-16,Flusskraft,27.7
2022-01-16,Kernkraft,71.2
2022-01-16,Photovoltaik,4.1
2022-01-16,Speicherkraft,30.9
2022-01-16,Thermische,10.3
2022-01-16,Wind,0.4
2022-01-17,Flusskraft,30.3
2022-01-17,Kernkraft,71.2
2022-01-17,Photovoltaik,3.1
2022-01-17,Speicherkraft,77.5
2022-01-17,Thermische,10.3
2022-01-17,Wind,0.3
2022-01-18,Flusskraft,29.4
2022-01-18,Kernkraft,71.3
2022-01-18,Photovoltaik,3.9
2022-01-18,Speicherkraft,69.0
2022-01-18,Thermische,10.3
2022-01-18,Wind,0.3
2022-01-19,Flusskraft,29.7
2022-01-19,Kernkraft,71.2
2022-01-19,Photovoltaik,4.0
2022-01-19,Speicherkraft,78.1
2022-01-19,Thermische,10.3
2022-01-19,Wind,0.3
2022-01-20,Flusskraft,29.1
2022-01-20,Kernkraft,71.3
2022-01-20,Photovoltaik,1.8
2022-01-20,Speicherkraft,76.6
2022-01-20,Thermische,10.3
2022-01-20,Wind,0.4
2022-01-21,Flusskraft,27.8
2022-01-21,Kernkraft,71.3
2022-01-21,Photovoltaik,4.0
2022-01-21,Speicherkraft,69.3
2022-01-21,Thermische,10.3
2022-01-21,Wind,0.4
2022-01-22,Flusskraft,25.6
2022-01-22,Kernkraft,71.1
2022-01-22,Photovoltaik,3.8
2022-01-22,Speicherkraft,35.7
2022-01-22,Thermische,10.3
2022-01-22,Wind,0.4
2022-01-23,Flusskraft,23.5
2022-01-23,Kernkraft,71.2
2022-01-23,Photovoltaik,4.4
2022-01-23,Speicherkraft,24.9
2022-01-23,Thermische,10.3
2022-01-23,Wind,0.2
2022-01-24,Flusskraft,28.7
2022-01-24,Kernkraft,71.2
2022-01-24,Photovoltaik,4.3
2022-01-24,Speicherkraft,100.8
2022-01-24,Thermische,10.3
2022-01-24,Wind,0.1
2022-01-25,Flusskraft,30.2
2022-01-25,Kernkraft,71.2
2022-01-25,Photovoltaik,4.5
2022-01-25,Speicherkraft,116.2
2022-01-25,Thermische,10.3
2022-01-25,Wind,0.2
2022-01-26,Flusskraft,30.2
2022-01-26,Kernkraft,71.2
2022-01-26,Photovoltaik,4.7
2022-01-26,Speicherkraft,100.4
2022-01-26,Thermische,10.3
2022-01-26,Wind,0.2
2022-01-27,Flusskraft,29.3
2022-01-27,Kernkraft,71.3
2022-01-27,Photovoltaik,4.6
2022-01-27,Speicherkraft,88.5
2022-01-27,Thermische,10.3
2022-01-27,Wind,0.2
2023-03-14,Flusskraft,38.7
2023-03-14,Kernkraft,70.8
2023-03-14,Photovoltaik,5.7
2023-03-14,Speicherkraft,53.4
2023-03-14,Thermische,10.8
2023-03-14,Wind,0.6
2023-03-15,Flusskraft,32.9
2023-03-15,Kernkraft,71.1
2023-03-15,Photovoltaik,13.3
2023-03-15,Speicherkraft,66.7
2023-03-15,Thermische,10.8
2023-03-15,Wind,0.2
2023-03-16,Flusskraft,28.1
2023-03-16,Kernkraft,70.9
2023-03-16,Photovoltaik,12.8
2023-03-16,Speicherkraft,44.9
2023-03-16,Thermische,10.8
2023-03-16,Wind,0.2
2023-03-17,Flusskraft,27.0
2023-03-17,Kernkraft,70.8
2023-03-17,Photovoltaik,13.0
2023-03-17,Speicherkraft,55.3
2023-03-17,Thermische,10.8
2023-03-17,Wind,0.3
2023-03-18,Flusskraft,24.8
2023-03-18,Kernkraft,70.8
2023-03-18,Photovoltaik,13.0
2023-03-18,Speicherkraft,36.4
2023-03-18,Thermische,10.8
2023-03-18,Wind,0.2
2023-03-19,Flusskraft,25.1
2023-03-19,Kernkraft,70.8
2023-03-19,Photovoltaik,8.8
2023-03-19,Speicherkraft,44.5
2023-03-19,Thermische,10.8
2023-03-19,Wind,0.2
2023-03-20,Flusskraft,29.5
2023-03-20,Kernkraft,70.8
2023-03-20,Photovoltaik,10.6
2023-03-20,Speicherkraft,82.4
2023-03-20,Thermische,10.8
2023-03-20,Wind,0.1
2023-03-21,Flusskraft,26.9
2023-03-21,Kernkraft,70.7
2023-03-21,Photovoltaik,10.8
2023-03-21,Speicherkraft,59.8
2023-03-21,Thermische,10.8
2023-03-21,Wind,0.1
2023-03-22,Flusskraft,24.0
2023-03-22,Kernkraft,70.5
2023-03-22,Photovoltaik,14.2
2023-03-22,Speicherkraft,36.7
2023-03-22,Thermische,10.8
2023-03-22,Wind,0.2
2023-03-23,Flusskraft,24.6
2023-03-23,Kernkraft,70.6
2023-03-23,Photovoltaik,7.9
2023-03-23,Speicherkraft,50.3
2023-03-23,Thermische,10.8
2023-03-23,Wind,0.4
2023-03-24,Flusskraft,26.4
2023-03-24,Kernkraft,70.7
2023-03-24,Photovoltaik,4.8
2023-03-24,Speicherkraft,43.2
2023-03-24,Thermische,10.8
2023-03-24,Wind,0.6
2023-03-25,Flusskraft,28.3
2023-03-25,Kernkraft,71.0
2023-03-25,Photovoltaik,10.4
2023-03-25,Speicherkraft,24.7
2023-03-25,Thermische,10.8
2023-03-25,Wind,0.5
2023-03-26,Flusskraft,26.5
2023-03-26,Kernkraft,69.7
2023-03-26,Photovoltaik,7.4
2023-03-26,Speicherkraft,20.6
2023-03-26,Thermische,10.8
2023-03-26,Wind,0.5
2023-03-27,Flusskraft,29.5
2023-03-27,Kernkraft,71.0
2023-03-27,Photovoltaik,9.6
2023-03-27,Speicherkraft,71.2
2023-03-27,Thermische,10.8
2023-03-27,Wind,0.5
2023-03-28,Flusskraft,29.2
2023-03-28,Kernkraft,71.1
2023-03-28,Photovoltaik,14.7
2023-03-28,Speicherkraft,64.2
2023-03-28,Thermische,10.8
2023-03-28,Wind,0.2
2023-03-29,Flusskraft,29.0
2023-03-29,Kernkraft,70.7
2023-03-29,Photovoltaik,9.1
2023-03-29,Speicherkraft,65.7
2023-03-29,Thermische,10.8
2023-03-29,Wind,0.4
2023-03-30,Flusskraft,30.7
2023-03-30,Kernkraft,70.7
2023-03-30,Photovoltaik,9.1
2023-03-30,Speicherkraft,35.5
2023-03-30,Thermische,10.8
2023-03-30,Wind,0.5
2023-03-31,Flusskraft,34.0
2023-03-31,Kernkraft,70.5
2023-03-31,Photovoltaik,9.7
2023-03-31,Speicherkraft,55.2
2023-03-31,Thermische,10.8
2023-03-31,Wind,0.6
2023-04-01,Flusskraft,32.6
2023-04-01,Kernkraft,70.8
2023-04-01,Photovoltaik,10.2
2023-04-01,Speicherkraft,24.2
2023-04-01,Thermische,10.1
2023-04-01,Wind,0.5
2023-04-02,Flusskraft,29.2
2023-04-02,Kernkraft,70.9
2023-04-02,Photovoltaik,9.9
2023-04-02,Speicherkraft,32.7
2023-04-02,Thermische,10.1
2023-04-02,Wind,0.2
2023-04-03,Flusskraft,31.3
2023-04-03,Kernkraft,71.0
2023-04-03,Photovoltaik,12.2
2023-04-03,Speicherkraft,68.3
2023-04-03,Thermische,10.1
2023-04-03,Wind,0.4
2023-04-04,Flusskraft,29.3
2023-04-04,Kernkraft,71.2
2023-04-04,Photovoltaik,17.6
2023-04-04,Speicherkraft,71.3
2023-04-04,Thermische,10.1
2023-04-04,Wind,0.4
2023-04-05,Flusskraft,29.4
2023-04-05,Kernkraft,71.1
2023-04-05,Photovoltaik,17.4
2023-04-05,Speicherkraft,86.6
2023-04-05,Thermische,10.1
2023-04-05,Wind,0.2
2023-04-06,Flusskraft,28.1
2023-04-06,Kernkraft,71.1
2023-04-06,Photovoltaik,14.5
2023-04-06,Speicherkraft,68.7
2023-04-06,Thermische,10.1
2023-04-06,Wind,0.1
2023-04-07,Flusskraft,26.4
2023-04-07,Kernkraft,71.0
2023-04-07,Photovoltaik,9.7
2023-04-07,Speicherkraft,36.0
2023-04-07,Thermische,10.1
2023-04-07,Wind,0.2
2023-04-08,Flusskraft,26.5
2023-04-08,Kernkraft,71.0
2023-04-08,Photovoltaik,12.2
2023-04-08,Speicherkraft,52.2
2023-04-08,Thermische,10.1
2023-04-08,Wind,0.3
2023-04-09,Flusskraft,23.5
2023-04-09,Kernkraft,71.0
2023-04-09,Photovoltaik,17.2
2023-04-09,Speicherkraft,19.5
2023-04-09,Thermische,10.1
2023-04-09,Wind,0.1
2023-04-10,Flusskraft,21.7
2023-04-10,Kernkraft,70.6
2023-04-10,Photovoltaik,14.1
2023-04-10,Speicherkraft,9.3
2023-04-10,Thermische,10.1
2023-04-10,Wind,0.2
2023-04-11,Flusskraft,26.7
2023-04-11,Kernkraft,70.8
2023-04-11,Photovoltaik,5.9
2023-04-11,Speicherkraft,70.6
2023-04-11,Thermische,10.1
2023-04-11,Wind,0.4
2023-04-12,Flusskraft,32.3
2023-04-12,Kernkraft,70.7
2023-04-12,Photovoltaik,7.3
2023-04-12,Speicherkraft,63.3
2023-04-12,Thermische,10.1
2023-04-12,Wind,0.5
2023-04-13,Flusskraft,34.6
2023-04-13,Kernkraft,71.0
2023-04-13,Photovoltaik,10.6
2023-04-13,Speicherkraft,60.7
2023-04-13,Thermische,10.1
2023-04-13,Wind,0.4
2023-04-14,Flusskraft,29.8
2023-04-14,Kernkraft,71.0
2023-04-14,Photovoltaik,16.1
2023-04-14,Speicherkraft,51.9
2023-04-14,Thermische,10.1
2023-04-14,Wind,0.2
2023-04-15,Flusskraft,29.0
2023-04-15,Kernkraft,71.0
2023-04-15,Photovoltaik,6.7
2023-04-15,Speicherkraft,33.0
2023-04-15,Thermische,10.1
2023-04-15,Wind,0.2
2023-04-16,Flusskraft,30.1
2023-04-16,Kernkraft,70.8
2023-04-16,Photovoltaik,5.7
2023-04-16,Speicherkraft,32.9
2023-04-16,Thermische,10.1
2023-04-16,Wind,0.3
2023-04-17,Flusskraft,32.2
2023-04-17,Kernkraft,70.8
2023-04-17,Photovoltaik,14.2
2023-04-17,Speicherkraft,66.0
2023-04-17,Thermische,10.1
2023-04-17,Wind,0.3
2023-04-18,Flusskraft,31.4
2023-04-18,Kernkraft,70.7
2023-04-18,Photovoltaik,15.8
2023-04-18,Speicherkraft,57.0
2023-04-18,Thermische,10.1
2023-04-18,Wind,0.2
2023-04-19,Flusskraft,30.9
2023-04-19,Kernkraft,70.7
2023-04-19,Photovoltaik,15.0
2023-04-19,Speicherkraft,51.7
2023-04-19,Thermische,10.1
2023-04-19,Wind,0.2
2023-04-20,Flusskraft,37.5
2023-04-20,Kernkraft,70.9
2023-04-20,Photovoltaik,8.3
2023-04-20,Speicherkraft,70.5
2023-04-20,Thermische,10.1
2023-04-20,Wind,0.1
2023-04-21,Flusskraft,40.5
2023-04-21,Kernkraft,70.8
2023-04-21,Photovoltaik,13.8
2023-04-21,Speicherkraft,55.1
2023-04-21,Thermische,10.1
2023-04-21,Wind,0.2
2023-04-22,Flusskraft,32.3
2023-04-22,Kernkraft,70.6
2023-04-22,Photovoltaik,14.1
2023-04-22,Speicherkraft,19.2
2023-04-22,Thermische,10.1
2023-04-22,Wind,0.2
2023-04-23,Flusskraft,33.3
2023-04-23,Kernkraft,70.5
2023-04-23,Photovoltaik,13.6
2023-04-23,Speicherkraft,16.1
2023-04-23,Thermische,10.1
2023-04-23,Wind,0.3
2023-04-24,Flusskraft,41.5
2023-04-24,Kernkraft,70.6
2023-04-24,Photovoltaik,16.4
2023-04-24,Speicherkraft,28.9
2023-04-24,Thermische,10.1
2023-04-24,Wind,0.5
2023-04-25,Flusskraft,38.3
2023-04-25,Kernkraft,70.8
2023-04-25,Photovoltaik,13.1
2023-04-25,Speicherkraft,44.1
2023-04-25,Thermische,10.1
2023-04-25,Wind,0.3
2023-04-26,Flusskraft,37.7
2023-04-26,Kernkraft,70.8
2023-04-26,Photovoltaik,16.8
2023-04-26,Speicherkraft,55.2
2023-04-26,Thermische,10.1
2023-04-26,Wind,0.1
2023-04-27,Flusskraft,36.4
2023-04-27,Kernkraft,70.2
2023-04-27,Photovoltaik,16.4
2023-04-27,Speicherkraft,46.8
2023-04-27,Thermische,10.1
2023-04-27,Wind,0.1
2023-04-28,Flusskraft,38.7
2023-04-28,Kernkraft,69.8
2023-04-28,Photovoltaik,9.0
2023-04-28,Speicherkraft,51.0
2023-04-28,Thermische,10.1
2023-04-28,Wind,0.3
2023-04-29,Flusskraft,51.9
2023-04-29,Kernkraft,69.9
2023-04-29,Photovoltaik,13.3
2023-04-29,Speicherkraft,16.5
2023-04-29,Thermische,10.1
2023-04-29,Wind,0.2
2023-04-30,Flusskraft,54.3
2023-04-30,Kernkraft,69.4
2023-04-30,Photovoltaik,9.7
2023-04-30,Speicherkraft,20.6
2023-04-30,Thermische,10.1
2023-04-30,Wind,0.2
2023-05-01,Flusskraft,69.8
2023-05-01,Kernkraft,43.5
2023-05-01,Photovoltaik,6.9
2023-05-01,Speicherkraft,19.7
2023-05-01,Thermische,9.7
2023-05-01,Wind,0.1
2023-05-02,Flusskraft,61.9
2023-05-02,Kernkraft,41.3
2023-05-02,Photovoltaik,16.0
2023-05-02,Speicherkraft,55.6
2023-05-02,Thermische,9.7
2023-05-02,Wind,0.4
2023-05-03,Flusskraft,53.8
2023-05-03,Kernkraft,41.3
2023-05-03,Photovoltaik,20.5
2023-05-03,Speicherkraft,69.2
2023-05-03,Thermische,9.7
2023-05-03,Wind,0.2
2023-05-04,Flusskraft,52.2
2023-05-04,Kernkraft,41.2
2023-05-04,Photovoltaik,19.5
2023-05-04,Speicherkraft,67.4
2023-05-04,Thermische,9.7
2023-05-04,Wind,0.1
2023-05-05,Flusskraft,52.9
2023-05-05,Kernkraft,41.0
2023-05-05,Photovoltaik,15.9
2023-05-05,Speicherkraft,67.4
2023-05-05,Thermische,9.7
2023-05-05,Wind,0.1
2023-05-06,Flusskraft,54.2
2023-05-06,Kernkraft,41.0
2023-05-06,Photovoltaik,16.9
2023-05-06,Speicherkraft,37.1
2023-05-06,Thermische,9.7
2023-05-06,Wind,0.1
2023-05-07,Flusskraft,58.4
2023-05-07,Kernkraft,41.1
2023-05-07,Photovoltaik,12.4
2023-05-07,Speicherkraft,19.1
2023-05-07,Thermische,9.7
2023-05-07,Wind,0.1
2023-05-08,Flusskraft,68.3
2023-05-08,Kernkraft,41.1
2023-05-08,Photovoltaik,13.3
2023-05-08,Speicherkraft,61.9
2023-05-08,Thermische,9.7
2023-05-08,Wind,0.1
2023-05-09,Flusskraft,71.5
2023-05-09,Kernkraft,41.2
2023-05-09,Photovoltaik,11.4
2023-05-09,Speicherkraft,73.7
2023-05-09,Thermische,9.7
2023-05-09,Wind,0.2
2023-05-10,Flusskraft,89.1
2023-05-10,Kernkraft,41.2
2023-05-10,Photovoltaik,12.0
2023-05-10,Speicherkraft,69.9
2023-05-10,Thermische,9.7
2023-05-10,Wind,0.3
2023-05-11,Flusskraft,73.9
2023-05-11,Kernkraft,41.2
2023-05-11,Photovoltaik,10.7
2023-05-11,Speicherkraft,87.8
2023-05-11,Thermische,9.7
2023-05-11,Wind,0.2
2023-05-12,Flusskraft,65.6
2023-05-12,Kernkraft,41.2
2023-05-12,Photovoltaik,13.5
2023-05-12,Speicherkraft,78.0
2023-05-12,Thermische,9.7
2023-05-12,Wind,0.1
2023-05-13,Flusskraft,59.8
2023-05-13,Kernkraft,41.2
2023-05-13,Photovoltaik,13.7
2023-05-13,Speicherkraft,37.9
2023-05-13,Thermische,9.7
2023-05-13,Wind,0.1
2023-05-14,Flusskraft,57.1
2023-05-14,Kernkraft,41.2
2023-05-14,Photovoltaik,12.1
2023-05-14,Speicherkraft,42.0
2023-05-14,Thermische,9.7
2023-05-14,Wind,0.2
2023-05-15,Flusskraft,58.5
2023-05-15,Kernkraft,41.2
2023-05-15,Photovoltaik,16.4
2023-05-15,Speicherkraft,72.6
2023-05-15,Thermische,9.7
2023-05-15,Wind,0.3
2023-05-16,Flusskraft,58.0
2023-05-16,Kernkraft,36.0
2023-05-16,Photovoltaik,7.6
2023-05-16,Speicherkraft,60.2
2023-05-16,Thermische,9.7
2023-05-16,Wind,0.6
2023-05-17,Flusskraft,60.2
2023-05-17,Kernkraft,32.7
2023-05-17,Photovoltaik,11.4
2023-05-17,Speicherkraft,56.4
2023-05-17,Thermische,9.7
2023-05-17,Wind,0.6
2023-05-18,Flusskraft,49.3
2023-05-18,Kernkraft,32.7
2023-05-18,Photovoltaik,13.5
2023-05-18,Speicherkraft,25.5
2023-05-18,Thermische,9.7
2023-05-18,Wind,0.3
2023-05-19,Flusskraft,49.5
2023-05-19,Kernkraft,32.5
2023-05-19,Photovoltaik,11.2
2023-05-19,Speicherkraft,39.1
2023-05-19,Thermische,9.7
2023-05-19,Wind,0.3
2023-05-20,Flusskraft,49.7
2023-05-20,Kernkraft,32.4
2023-05-20,Photovoltaik,14.6
2023-05-20,Speicherkraft,18.3
2023-05-20,Thermische,9.7
2023-05-20,Wind,0.2
2023-05-21,Flusskraft,50.2
2023-05-21,Kernkraft,32.1
2023-05-21,Photovoltaik,16.8
2023-05-21,Speicherkraft,29.4
2023-05-21,Thermische,9.7
2023-05-21,Wind,0.1
2023-05-22,Flusskraft,55.2
2023-05-22,Kernkraft,32.2
2023-05-22,Photovoltaik,19.1
2023-05-22,Speicherkraft,95.5
2023-05-22,Thermische,9.7
2023-05-22,Wind,0.1
2023-05-23,Flusskraft,60.2
2023-05-23,Kernkraft,32.3
2023-05-23,Photovoltaik,16.3
2023-05-23,Speicherkraft,61.5
2023-05-23,Thermische,9.7
2023-05-23,Wind,0.3
2023-05-24,Flusskraft,64.8
2023-05-24,Kernkraft,32.5
2023-05-24,Photovoltaik,8.9
2023-05-24,Speicherkraft,96.2
2023-05-24,Thermische,9.7
2023-05-24,Wind,0.3
2023-05-25,Flusskraft,69.5
2023-05-25,Kernkraft,32.5
2023-05-25,Photovoltaik,18.6
2023-05-25,Speicherkraft,72.2
2023-05-25,Thermische,9.7
2023-05-25,Wind,0.3
